epoch,train_loss_total,train_loss_binary,train_loss_type,train_acc_binary,train_acc_type,val_loss_total,val_loss_binary,val_loss_type,val_acc_binary,val_acc_type,val_auc,learning_rate
5,1.819220175743103,0.6305337484677632,2.3773728624979653,0.6439985402030681,0.39213166512283265,2.2193501591682434,0.6972926259040833,3.0441150665283203,0.516213961732965,0.20446442412029142,0.5451895803301727,0.001
10,1.7275656684239706,0.6249362715085347,2.205258795420329,0.6520143894268994,0.4108729402862399,2.063235282897949,0.7414628267288208,2.643544912338257,0.5052134925186382,0.32578928331524826,0.5400274651725385,0.001
15,1.6875507513682046,0.6114372475941976,2.1522270170847575,0.6669870834039336,0.40495635950893033,1.9938716292381287,0.7349463105201721,2.517850637435913,0.5073510244512799,0.3287862346922958,0.5481997329806303,0.001
20,1.660003531773885,0.6131241726875305,2.093758710225423,0.6594111283448248,0.4157066628396978,1.929452121257782,0.6825922131538391,2.4937198162078857,0.5613106720191856,0.33421175011626103,0.5838007254173811,0.001
25,1.6359618186950684,0.6128880333900452,2.0461475721995037,0.6659867314886019,0.42284961317173086,1.959308385848999,0.6846857070922852,2.5492453575134277,0.5574526875553933,0.320053738438485,0.5805759328099572,0.001
30,1.5908525307973227,0.6027111649513245,1.9762827444076538,0.6781636536631779,0.4374421062244778,1.9867993593215942,0.7022218704223633,2.569154977798462,0.536807257181586,0.3198470521366196,0.602737996296016,0.001
35,1.5897470299402874,0.6002370969454447,1.9790198469161988,0.6802067176726666,0.438427115813644,2.026637077331543,0.6730772256851196,2.7071197032928467,0.5801053125488765,0.3251175528341859,0.6139469497782974,0.001
40,1.5686478662490844,0.6006144324938456,1.9360668802261352,0.6761922761101625,0.43775522185547106,2.0035929083824158,0.6620567440986633,2.683072328567505,0.6114905375110786,0.3999379941094404,0.6609275160060717,0.001
45,1.5706142902374267,0.6031428615252177,1.9349428526560466,0.67556013190308,0.44332607079022557,1.8359565138816833,0.6428263783454895,2.3862602710723877,0.634038892654189,0.33291996072960267,0.686431475128177,0.001
50,1.5867255957921347,0.6102588550249736,1.9529334592819214,0.667479113173364,0.4351981108690263,1.7807070016860962,0.719596266746521,2.1222214698791504,0.5450445753610343,0.3433576189738025,0.7119798765893369,0.001
55,1.6132370742162068,0.6239815298716227,1.9785110807418824,0.6546374620387628,0.42731803415569675,1.741900384426117,0.7305359244346619,2.02272891998291,0.5462697461029143,0.37317211801787836,0.7049116745105988,0.001
60,1.5386316394805908,0.5970727928479512,1.8831176869074504,0.679831993013829,0.45066471839162936,1.556006669998169,0.6149309277534485,1.882151484489441,0.6689171576038788,0.4038133622694156,0.7619795820648904,0.001
