epoch,train_loss_total,train_loss_binary,train_loss_type,train_acc_binary,train_acc_type,val_loss_total,val_loss_binary,val_loss_type,val_acc_binary,val_acc_type,val_auc,learning_rate
65,1.5322300799687703,0.5942680017153422,1.875924154917399,0.6834065404116106,0.4551918485564065,1.4846619367599487,0.6046200394630432,1.760083794593811,0.6848183097857254,0.4671627137911435,0.7645762452260503,0.001
70,1.5550994078318279,0.6012729422251384,1.907652939160665,0.6769482423784263,0.45042988166838444,1.4252252578735352,0.577305018901825,1.6958404779434204,0.7166727490746051,0.4758952100449543,0.7838209047591472,0.001
75,1.5094447072347006,0.5868785492579143,1.8451323016484578,0.6907706945765937,0.46070398831034975,1.4472646713256836,0.5761808156967163,1.7421677112579346,0.7152129711693864,0.4999224926368005,0.7861919692618575,0.001
80,1.5291673866907756,0.5947900636990865,1.8687546459833781,0.6844231847034136,0.4583490978355882,1.369184136390686,0.564227283000946,1.60991370677948,0.7180021896668578,0.5145972200692399,0.7868601945350414,0.001
85,1.5474722083409627,0.5979535484313965,1.8990373277664185,0.6798939040444195,0.44198228287387964,1.3938415050506592,0.5822635889053345,1.6231558322906494,0.7000938428653355,0.5127370433524518,0.7866532540750244,0.001
90,1.5208502133687338,0.5936771488189697,1.8543461386362712,0.6816046035738957,0.465015851478819,1.3868574500083923,0.5777488946914673,1.61821711063385,0.7110161096918826,0.5208494807006666,0.7838778878322442,0.001
95,1.5016169134775799,0.5877041602134705,1.827825517654419,0.6912594658707297,0.46453965479001685,1.364088237285614,0.5692048072814941,1.5897668600082397,0.7177675825035191,0.5168707693897587,0.7912866686299636,0.001
100,1.5222344779968262,0.5929453945159913,1.8585781574249267,0.6878380668117774,0.45537449934115254,1.3446643352508545,0.5637431144714355,1.561842441558838,0.7209478129398884,0.50937839094714,0.7932473846032085,0.001
105,1.5246515242258707,0.590250137646993,1.8688027811050416,0.6897703426612619,0.4578924708737231,1.3734958171844482,0.5664209127426147,1.614149808883667,0.7177154475783327,0.5194026765876092,0.7925589557956644,0.001
110,1.5496107069651286,0.5941418695449829,1.9109376684824626,0.6858080367034657,0.4404427976881629,1.3896016478538513,0.572636067867279,1.6339311599731445,0.7057504822480579,0.52813517284142,0.7943976840108893,0.001
115,1.5066573667526244,0.5842296059926351,1.8448555374145508,0.6943093987461387,0.4553810225834649,1.3611151576042175,0.5674270391464233,1.5873762369155884,0.7167248839997915,0.5313388105203327,0.7894425568829797,0.001
120,1.5218721087773641,0.5920123553276062,1.8597195116678873,0.6871244607223388,0.45233466842359327,1.3372929096221924,0.5587848424911499,1.557016134262085,0.7275168135133726,0.5097917635508706,0.7974396105077156,0.001
125,1.509834844271342,0.5855238755544027,1.8486219310760499,0.6914582328636785,0.45020809142976426,1.3347744345664978,0.554519772529602,1.5605093240737915,0.7244929878525624,0.5290135896243476,0.7988995683244755,0.001
130,1.4792908970514933,0.58146484375,1.795652117729187,0.6942865894190791,0.47041057287113985,1.3383113741874695,0.55997234582901,1.556678056716919,0.7170376935509097,0.5265333540019635,0.8014188287757925,0.001
135,1.5201083087921143,0.5971698530515035,1.8458769226074219,0.6817935951409616,0.4588579107359522,1.3644171357154846,0.5649856925010681,1.598862886428833,0.720895678014702,0.5111352245129954,0.7951378319636071,0.001
140,1.5729461892445882,0.6121124283472696,1.921667521794637,0.6652242482697496,0.44127777270414487,1.3660712242126465,0.5788722038269043,1.5743980407714844,0.7023617121109431,0.49330853097710947,0.7927587308985911,0.001
145,1.5028123903274535,0.5828893534342448,1.8398460626602173,0.6957268354991333,0.4605148142832914,1.3869115114212036,0.5714971423149109,1.6308287382125854,0.7171419634012826,0.5207978091252002,0.7914467814698767,0.001
150,1.470555642445882,0.5842707220713298,1.7725698375701904,0.6947981700402748,0.4689167503816097,1.3751704096794128,0.5756844282150269,1.598971962928772,0.7089567801470205,0.5284968738696842,0.7780224238001717,0.001
