epoch,train_loss_total,train_loss_binary,train_loss_type,train_acc_binary,train_acc_type,val_loss_total,val_loss_binary,val_loss_type,val_acc_binary,val_acc_type,val_auc,learning_rate
5,1.8166762924194335,0.6344326670964558,2.3644872601826985,0.6392313908475946,0.39705018982635126,2.1652427315711975,0.7202613949775696,2.889962673187256,0.5057087743079088,0.1806954994057769,0.5069193768508574,0.001
10,1.7485897747675578,0.6309036644299825,2.23537220954895,0.6447088878172126,0.39654790016829966,2.0751633048057556,0.8010098338127136,2.548306941986084,0.5046660758041812,0.30847930553402575,0.5237647793542859,0.001
15,1.6734099690119426,0.6110910288492839,2.124637883504232,0.6692386898322537,0.4176701587757179,2.0282469987869263,0.7471725940704346,2.5621488094329834,0.5080027110161097,0.31716013021237016,0.5353510543976541,0.001
20,1.6554221073786417,0.6110190510749817,2.0888061173756918,0.6630866884767279,0.41752012420253365,1.9820751547813416,0.7100082039833069,2.5441339015960693,0.5200719461967572,0.3284245336640314,0.5558929493693557,0.001
25,1.6256441561381023,0.6063464744885763,2.038595366477966,0.6710601775217341,0.4344414147607927,2.0036813020706177,0.7307947874069214,2.5457730293273926,0.5104791199624629,0.3319898723712086,0.5739172855261361,0.001
30,1.5938730573654174,0.5997656830151876,1.9882147375742594,0.6799753659267755,0.436463619877624,2.022624373435974,0.7065119743347168,2.6322247982025146,0.5266930816954277,0.32155221412700874,0.5804945831735229,0.001
35,1.6185012865066528,0.6098125966389975,2.0173773845036824,0.6668860706698122,0.420416443789221,2.1284040212631226,0.7024879455566406,2.851832151412964,0.5265106094572755,0.3196403658347543,0.5721038888597445,0.001
40,1.5556365569432578,0.586149381796519,1.938974331219991,0.6935306231508153,0.45127790316899113,1.9497427940368652,0.8108025789260864,2.2778804302215576,0.49713257911474895,0.35922079264196766,0.62497956779126,0.001
45,1.5610166120529174,0.5953490114212037,1.9313351917266846,0.6804934634985598,0.4403514722957899,1.8002034425735474,0.6764838695526123,2.24743914604187,0.5872217298368176,0.3790110060455743,0.6621522973435523,0.001
50,1.5510416380564371,0.591773559252421,1.9185361671447754,0.6866031046752603,0.441388667823455,1.7007206082344055,0.6617231965065002,2.0779948234558105,0.5982743339763308,0.4403451661241151,0.7065022804904203,0.001
55,1.592763442993164,0.60438947280248,1.976747940381368,0.6714577115076313,0.4387793708985114,1.6334394216537476,0.6366822123527527,1.9935144186019897,0.6350033887701371,0.38521159510153463,0.7165643514291572,0.001
60,1.5225851329167683,0.5871583453814189,1.8708535893758138,0.6923673474707714,0.45484611671385144,1.5576603412628174,0.6042584180831909,1.906803846359253,0.6807257181585944,0.4398284503694518,0.749456145727184,0.001
65,1.544828101793925,0.5936179359753927,1.9024203300476075,0.6823996715456904,0.45112786859580684,1.4847766160964966,0.6024386286735535,1.7646759748458862,0.685574266200928,0.4483025887459309,0.7508244571045286,0.001
70,1.51216987768809,0.5838991721471151,1.8565414110819498,0.6949871616073406,0.4606844185834127,1.437411904335022,0.5878421664237976,1.6991394758224487,0.700172045253115,0.46824781687593653,0.7669210675598116,0.001
75,1.5201809517542522,0.5864878543217977,1.8673862139383952,0.6929506145484405,0.453202259651137,1.4102244973182678,0.5751219391822815,1.6702051162719727,0.7083832959699703,0.5005425515423966,0.7772760238287483,0.001
80,1.5362857977549236,0.5927599199612935,1.8870517746607463,0.6814775230374204,0.4554593014912132,1.3961766958236694,0.5749033093452454,1.6425467729568481,0.7010844064438767,0.5014726399007906,0.7863832864707834,0.001
85,1.5195414797465006,0.5916015100479126,1.8558799489339193,0.6873916556964665,0.4543307805711751,1.3963550925254822,0.5929883122444153,1.6067335605621338,0.685313591574996,0.5155789800031003,0.7680018485968908,0.001
90,1.5532930994033813,0.6037941670417786,1.8989978663126628,0.6723309828864877,0.4486425132747981,1.3937139511108398,0.5883033275604248,1.61082124710083,0.6973306918304573,0.5122719991732548,0.7608511253077784,0.001
95,1.507352040608724,0.5849847785631815,1.844734533627828,0.6938173689767084,0.4531565969549505,1.3857370018959045,0.5697190761566162,1.6320358514785767,0.7162035347479276,0.5016276546271896,0.7840215565038273,0.001
100,1.5246256271998087,0.5839171489079793,1.8814169788360595,0.6933937671884571,0.45149317016529894,1.3536463379859924,0.5626466870307922,1.5819993019104004,0.7186538762316876,0.5183692450782824,0.789440697586982,0.001
105,1.5227363443374633,0.5947853350639343,1.8559020121892293,0.6850064517810825,0.4547091286252919,1.3689383268356323,0.5686759352684021,1.6005247831344604,0.7116938637193055,0.503074458740247,0.7852518165124823,0.001
110,1.5072035201390583,0.5851063847541809,1.8441942596435548,0.6912790167224953,0.45566804524520865,1.4011879563331604,0.5925114750862122,1.6173529624938965,0.6741827850477035,0.5114452539657934,0.7849930862322971,0.001
115,1.5311709070205688,0.5885998630523681,1.8851420783996582,0.6901287749436283,0.4424454330780571,1.3705058097839355,0.5754101276397705,1.59019136428833,0.7018403628590792,0.5003875368159976,0.7806003159547356,0.001
120,1.506284786860148,0.5793552319208781,1.853859101931254,0.6969259544074137,0.45439601299429866,1.3348494172096252,0.5615305304527283,1.546637773513794,0.7201397215994995,0.4993541053066708,0.7907195534497269,0.001
125,1.5637323268254597,0.6087031531333923,1.910058348973592,0.6707538808440754,0.4456483450534254,1.3411858081817627,0.5673096776008606,1.5477522611618042,0.7192794953339242,0.5194026765876092,0.7900939615075767,0.001
130,1.487181798617045,0.5880247950553894,1.798314011891683,0.6881639143412015,0.4715195240642409,1.3492226600646973,0.5647052526473999,1.5690348148345947,0.7189145508576196,0.5232780447475843,0.7905992863559855,0.001
135,1.493470506668091,0.5878283087412516,1.8112843990325929,0.6882290838470863,0.4715782332450521,1.3294580578804016,0.5632808208465576,1.532354474067688,0.7132318440123039,0.5254482509171705,0.7891510062228599,0.001
140,1.484694061279297,0.5723958388964335,1.8245964511235555,0.7025403073393898,0.45413508330180435,1.3332270979881287,0.5593822002410889,1.5476897954940796,0.7213648923413795,0.5324239136051259,0.7907968705340964,0.001
145,1.4870059410730998,0.5864685471852621,1.801074783007304,0.6920545338425244,0.46172161411107776,1.3728305101394653,0.5677478313446045,1.6101653575897217,0.7147698243053021,0.509998449852736,0.7887492501417108,0.001
150,1.4749847316741944,0.5707804171244303,1.8084086322784423,0.7029476167511698,0.46353507547391354,1.4148943424224854,0.5754271149635315,1.6789344549179077,0.7124758875971013,0.5020410272309203,0.7778004091794019,0.001
