epoch,train_loss_total,train_loss_binary,train_loss_type,train_acc_binary,train_acc_type,val_loss_total,val_loss_binary,val_loss_type,val_acc_binary,val_acc_type,val_auc,learning_rate
70,1.5458408069610596,0.6003635589281718,1.8909544944763184,0.6768700389713646,0.45258907487377525,1.4083370566368103,0.5775789022445679,1.6615163087844849,0.714613419529743,0.5026610861365163,0.7848635715874096,0.001
75,1.5687345695495605,0.5988339757919312,1.93980118115743,0.6786459080067255,0.4445393938603243,1.39740788936615,0.569223165512085,1.6563694477081299,0.7135446535634221,0.5249315351625071,0.7894992912344628,0.001
80,1.5674900388717652,0.6019407884279887,1.9310984961191813,0.6772838653337331,0.44878602460567,1.3775575757026672,0.5734909176826477,1.608133316040039,0.7121370105833899,0.5260166382473002,0.7865670088361167,0.001
85,1.5179103660583495,0.5838899024327596,1.8680409399668376,0.6944234453814371,0.45299351589714154,1.3598411679267883,0.563757061958313,1.5921682119369507,0.7186278087690944,0.5336640314163179,0.791812010811306,0.001
90,1.5018022171656291,0.5888073412577312,1.825989769299825,0.6890860628494715,0.4612910801184621,1.345511555671692,0.5602782368659973,1.5704666376113892,0.7261873729211199,0.5214178680307963,0.7981270702523604,0.001
95,1.5457964038848877,0.5972595508893331,1.8970737059911091,0.6819304511033197,0.45340448016282014,1.3526874780654907,0.575729250907898,1.5539164543151855,0.7036129503154163,0.5318038546995298,0.7864125336861145,0.001
100,1.5579599920908611,0.605455842812856,1.9050082763036091,0.6729794194700416,0.45087346214562485,1.344831943511963,0.5828798413276672,1.5239042043685913,0.7036390177780095,0.5384178163592208,0.774318336488306,0.001
105,1.4962126986185709,0.5809510628382365,1.8305232652028403,0.6953944710191208,0.4713629662487443,1.3316782712936401,0.5691964626312256,1.524963617324829,0.7148740941556749,0.5472019841884979,0.7843544194162453,0.001
110,1.5170672845840454,0.5901357865333557,1.8538630056381225,0.6866552402799682,0.45815992380852977,1.3728731274604797,0.5778260231018066,1.5900942087173462,0.7075491371669882,0.537074355397096,0.7798034282139964,0.001
115,1.53787162621816,0.5949275914827983,1.8858880933125814,0.6821194426703857,0.45299351589714154,1.335336446762085,0.5635461807250977,1.5435805320739746,0.7267869245607632,0.5361959386141684,0.7972366849310151,0.001
120,1.5405302302042643,0.5945977791150411,1.891864881515503,0.6839441888351603,0.44292815300917165,1.348053514957428,0.5753522515296936,1.5454025268554688,0.7053594703091601,0.5308737663411357,0.7770283827269586,0.001
125,1.4924178584416707,0.5775001732508341,1.8298353449503582,0.6980631622851036,0.46418087646283707,1.3553282022476196,0.5784834027290344,1.5536895990371704,0.7089828476096137,0.5341290755955149,0.7733823250217556,0.001
130,1.4957013781865438,0.585181024869283,1.8210406907399495,0.6925758898896028,0.4644091899437697,1.3098928332328796,0.5600295066833496,1.49972665309906,0.7196444398102289,0.5424998708210613,0.796338446530522,0.001
135,1.528623038927714,0.5985849841435751,1.8600761127471923,0.6811451585574079,0.4576380644235411,1.3113762140274048,0.5598303079605103,1.503091812133789,0.7241280433762578,0.5390378752648168,0.7986190456816986,0.001
140,1.5200834417343139,0.5880879481633504,1.8639909934997558,0.6891186476024139,0.4514605539537372,1.3197559118270874,0.5578143000602722,1.5238832235336304,0.7239455711381054,0.5371260269725624,0.7908290344520671,0.001
145,1.5170723660786947,0.594696675936381,1.844751386642456,0.679330187818516,0.4533131547704471,1.317419946193695,0.5601541996002197,1.5145314931869507,0.7250925394922059,0.5377460858781584,0.7968597330545129,0.001
150,1.4959152762095134,0.5869510841369628,1.8179283905029298,0.691777563442514,0.4582577724432152,1.3095924258232117,0.5609318614006042,1.4973211288452148,0.7263177102340859,0.5464785821319692,0.7973978565367045,0.001
