epoch,train_loss_total,train_loss_binary,train_loss_type,train_acc_binary,train_acc_type,val_loss_total,val_loss_binary,val_loss_type,val_acc_binary,val_acc_type,val_auc,learning_rate
5,1.8177770964304607,0.6359461617469787,2.3636618677775063,0.63935847138407,0.39307101201581235,2.171237051486969,0.7057910561561584,2.930891990661621,0.5088890047442782,0.21366196455329922,0.5091491226255374,0.001
10,1.6994618765513103,0.6120413239796957,2.1748411019643146,0.6675377657286602,0.41601977847069105,2.071666121482849,0.7499393224716187,2.643453598022461,0.5060997862468067,0.28941249418694776,0.5472965459714184,0.001
15,1.6723624070485432,0.6014771215120951,2.141770579020182,0.6768928482984242,0.4148129786429047,2.054746985435486,0.7694461345672607,2.57060170173645,0.5090193420572442,0.32563426858884925,0.56362927478619,0.001
20,1.6403174638748168,0.6059472282727559,2.068740485509237,0.672334241361782,0.4227648110216702,1.985651671886444,0.7016525864601135,2.567998170852661,0.5266930816954277,0.2675037461892213,0.595988474561176,0.001
25,1.5996715497970582,0.5981406466166178,2.0030618047714235,0.6835987904539708,0.4409320408615898,1.9355485439300537,0.6771944761276245,2.5167081356048584,0.5681403472186017,0.3340050638143957,0.5997931772410308,0.001
30,1.5923075421651205,0.5964392399787903,1.9917366059621175,0.6837258709904461,0.438590196871453,1.961609661579132,0.6659387946128845,2.591341733932495,0.593399718471404,0.3203120963158167,0.635107299876884,0.001
35,1.6010046927134196,0.6032080586751302,1.9955932601292927,0.6740253900394927,0.4331954754791322,1.9774399399757385,0.7640184760093689,2.4268429279327393,0.5070121474375684,0.33173151449387694,0.6289475174751873,0.001
40,1.5520927715301513,0.5893702832857768,1.92544495900472,0.691018338698956,0.4482641652206813,1.7964400053024292,0.6615955829620361,2.269688844680786,0.5849277931286169,0.41249418694776,0.6951531689809723,0.001
45,1.5394681183497112,0.5904600350062053,1.8980161730448406,0.6883496474329731,0.4478923404088768,1.8484923243522644,0.6595273613929749,2.377929925918579,0.6107345810958761,0.392497287242288,0.6973294627139892,0.001
50,1.5538240655263265,0.5911940161387126,1.925260106722514,0.69001472830833,0.4413495283695808,1.6215076446533203,0.6227278709411621,1.9975595474243164,0.6564308430217403,0.4123908437968274,0.7258017457631435,0.001
55,1.5527115519841512,0.5952954649925232,1.9148321692148844,0.6824974258045176,0.44529608996855796,1.6207983493804932,0.6264093518257141,1.988777995109558,0.647802512903394,0.41394099106081744,0.7386248277660589,0.001
60,1.5207612911860149,0.5892884516716004,1.862945679028829,0.6891251645530023,0.46011689650223747,1.4982166290283203,0.591593325138092,1.8132466077804565,0.6995985610760649,0.44582235312354673,0.7696217031511781,0.001
65,1.5520195198059081,0.5933777745564779,1.9172834761937458,0.6836509260586786,0.44534827590705683,1.4598373770713806,0.5948911309242249,1.7298924922943115,0.690474949168448,0.4734666459980365,0.7740123232779588,0.001
